riverflow,CSOspills,cso15,cso18
2.50925,50.4837,39.5694,10.9143
24.79975,618.4479,341.1579,277.29
27.49875,1167.17775,678.2607,488.91705
34.06725,977.50905,614.63205,362.877
32.53725,495.66375,256.33995,239.3238
29.58675,322.69035,174.91125,147.7791
26.3915,301.7622,137.4924,164.2698
22.9085,40.8849,8.84625,32.03865
7.409,0.1893,0,0.1893
7.67425,173.3583,85.7607,87.5976
8.18275,139.09665,92.6022,46.49445
9.75325,80.08455,30.4821,49.60245
11.1155,1.05,0,1.05
12.554,1.5975,0,1.5975
5.72675,4.9491,1.2327,3.7164
7.074,327.66255,178.7388,148.92375
8.37575,80.97315,50.3274,30.64575
1.08325,115.5975,58.8795,56.718
1.18975,155.7963,81.2514,74.5449
1.42675,2.2296,0,2.2296
2.038,679.5321,385.46055,294.07155
4.75225,1071.85125,661.33185,410.5194
10.19825,327.51855,192.825,134.69355
12.56,16.62255,0,16.62255
12.594,523.8207,329.4291,194.3916
11.65425,14.54325,0,14.54325
6.714,100.22325,48.2955,51.92775
6.93975,313.83645,221.3916,92.44485
8.9015,119.11815,48.1092,71.00895
12.61575,25.94355,12.5523,13.39125
2.15225,164.8581,114.1452,50.7129
4.58175,7.0611,0,7.0611
5.07975,32.655,18.6675,13.9875
1.669,2.148,1.0605,1.0875
1.7105,122.81835,76.6218,46.19655
1.69575,110.80425,85.047,25.75725
1.089,0.6,0,0.6
0.636,119.5107,85.8855,33.6252
0.83625,241.623,148.0221,93.6009
1.244,280.19505,163.8459,116.34915
1.18825,279.53895,216.9648,62.57415
2.68675,8.14965,0,8.14965
2.823,879.5577,559.81935,319.73835
3.45625,332.58585,211.61355,120.9723
0.63575,4.6515,0,4.6515
0.5985,0.54825,0,0.54825
0.61625,3.54825,0,3.54825
0.8635,22.5462,17.1984,5.3478
0.7875,4.9638,4.9638,0
1.09575,14.9658,0,14.9658
1.5035,521.82795,325.87515,195.9528
2.26925,557.90985,387.66135,170.2485
2.63125,0.5829,0,0.5829
3.33525,172.7556,68.2893,104.4663
6.09975,573.807,390.0204,183.7866
0.876,116.118,51.71415,64.40385
0.973,175.23315,68.6982,106.53495
1.2605,674.80935,426.5838,248.22555
2.28475,25.5411,15.94545,9.59565
0.71075,39.7812,30.8766,8.9046
10.6845,411.0378,277.1055,133.9323
8.35625,14.9382,0,14.9382
8.0785,466.0782,323.1438,142.9344
1.14525,62.5248,13.1469,49.3779
1.3885,15.9597,1.5102,14.4495
1.51775,17.931,0,17.931
2.097,170.88495,63.63945,107.2455
3.8565,8.69055,3.61695,5.0736
5.65925,3.474,0,3.474
6.5705,145.53645,68.3739,77.16255
6.519,748.92735,471.4896,277.43775
6.737,587.84865,371.10105,216.7476
8.1325,97.6869,12.20985,85.47705
10.499,209.61825,85.4784,124.13985
12.13225,196.36245,73.45155,122.9109
13.89475,251.7009,104.8479,146.853
16.08775,944.56785,603.4104,341.15745
17.85175,437.9751,285.04005,152.93505
2.6685,1.39215,0,1.39215
3.14,174.2652,76.0473,98.2179
4.87775,112.8186,32.8164,80.0022
8.376,4.26855,0,4.26855
4.2745,77.49255,33.03525,44.4573
5.1325,343.75305,199.2771,144.47595
7.09725,22.2285,7.89825,14.33025
8.58475,30.98115,15.44325,15.5379
8.6705,268.99815,149.85975,119.1384
10.29025,33.43035,13.46655,19.9638
11.15125,204.22095,137.22645,66.9945
6.13625,9.78345,0,9.78345
8.62875,862.0389,538.0617,323.9772
13.17975,0.26325,0,0.26325
2.53075,0.3,0,0.3
3.47025,142.7061,72.5562,70.1499
5.299,19.6878,7.6362,12.0516
2.70575,0.3207,0,0.3207
2.0575,3.59595,0,3.59595
2.2305,78.16335,59.72355,18.4398
2.63475,216.09,106.82655,109.26345
3.466,85.9932,50.2341,35.7591
7.86425,0.3,0,0.3
5.16525,0.65115,0,0.65115
5.00125,10.365225,8.28975,2.075475
4.65575,0.3366,0,0.3366
5.1755,1.0425,0,1.0425
1.665,112.4823,57.2121,55.2702
1.662,0.15,0,0.15
2.15125,1.0353,0,1.0353
2.1925,83.7345,40.2747,43.4598
2.16525,83.4333,48.3114,35.1219
2.4915,0.7761,0,0.7761
2.26325,65.2032,15.4488,49.7544
2.025,231.01215,104.30145,126.7107
2.0005,304.58895,147.5256,157.06335
1.96475,246.6822,123.0483,123.6339
1.97,13.6197,1.90755,11.71215
2.5645,129.8703,61.21995,68.65035
2.58675,599.8464,393.63855,206.20785
2.81425,31.1076,1.9929,29.1147
3.5015,13.7475,0,13.7475
4.406,1.1868,0,1.1868
1.95,3.5193,0,3.5193
2.0305,17.4372,1.2141,16.2231
2.2075,178.95315,74.19885,104.7543
2.66025,646.84395,387.21975,259.6242
4.687,862.87155,540.85965,322.0119
8.76025,507.47325,322.17495,185.2983
9.47675,90.23115,40.7136,49.51755
8.08375,391.9002,206.58795,185.31225
7.295,485.247,292.88985,192.35715
6.947,645.3243,377.7678,267.5565
6.8635,829.56435,533.2899,296.27445
7.01975,20.3628,5.2248,15.138
6.23275,218.199,132.0525,86.1465
5.6515,58.4832,52.8786,5.6046
4.13225,27.06525,16.22805,10.8372
4.1315,32.38785,25.18965,7.1982
4.67875,100.26255,52.6083,47.65425
6.80975,20.13165,8.2311,11.90055
8.68975,0.7518,0,0.7518
9.6605,3.5298,0,3.5298
2.8345,112.9812,68.0346,44.9466
2.73625,88.88655,46.9638,41.92275
2.76275,7.08045,0.5256,6.55485
1.90175,117.2574,46.0713,71.1861
2.051,745.1946,474.45375,270.74085
2.3785,852.77415,528.45315,324.321
3.68925,1090.6254,650.93055,439.69485
6.38275,1068.03765,650.83275,417.2049
8.8025,1038.7953,628.2708,410.5245
9.807,997.43025,617.50995,379.9203
10.36225,557.3154,325.1052,232.2102
10.83025,290.25645,123.77055,166.4859
11.11275,34.9962,0,34.9962
10.321,119.5593,61.5363,58.023
9.42325,4.2705,0,4.2705
3.56125,60.84435,36.4794,24.36495
3.352,87.97095,45.4917,42.47925
4.935,27.0735,19.24155,7.83195
5.01725,12.2208,11.98935,0.23145
